Title,Alternative Title,Description,Language,Creator,Title Source,Resource Class,ISO Topic Categories,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Resource Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,ID,Identifier,Provider,Code,Member Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child Record
,IRC Ethiopia OFDA Funded Emergency Responses 30 November 2017 update,"IRC’s GIS unit created this database to allow for a more sustained approach to producing relevant mapping products and geospatial analysis for regions undergoing emergencies, and will fill gaps in information sharing and management between OFDA, IRC, and other implementing partners during emergency response. IRC’s GIS services provide OFDA/Ethiopia with the information and analysis required to monitor the evolution of project / program results and to track project and program impacts across implementing agencies and geographic locations. This dataset contains boundaries of Ethiopian administrative Woredas which are roughly consistent with the actual administrative boundaries for the year 2017.The Woreda boundary contains attribute data (implementing Partners, Situation and Sector Fields) for IRC Ethiopia OFDA Funded Emergency Responses as of 30 November 2017",eng,International Rescue Committee Ethiopia,?,?,,activities - projects|geodata|non-food items - nfi|water sanitation and hygiene - wash,2019-11-10,"November 30, 2017-November 30, 2017",2017-2017,Ethiopia,?,?,?,https://data.humdata.org/dataset/irc-ethiopia-ofda-funded-emergency-responses-30-november-2017,?,?,?,?,?,https://data.humdata.org/dataset/irc-ethiopia-ofda-funded-emergency-responses-30-november-2017,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,"Eaux de surface détectées par images satellite à Lacs et alentours, Togo","UNOSAT code: FL20191029TGO  Cette carte illustre l'étendue des eaux de surface détectées par images satellite (Sentinel-1, image du 26 Octobre 2019) à dans la préfecture de Lacs et alentours, Région Maritime, Togo. Dans la zone analysée d'environs 250,000 ha, environ 8,000 personnes sont potentiellement exposées aux 4060 ha d'eaux de surface détectées le 26 Octobre 2019. Ceci est une image préliminaite qui n'a pas été validée sur le terrain. Merci d'envoyer vos commentaires à UNITAR-UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),?,?,,floods - storm surges|geodata,2019-10-31,"October 31, 2019-October 31, 2019",2019-2019,Togo,?,?,?,https://data.humdata.org/dataset/eaux-de-surface-detectees-par-images-satellite-a-lacs-et-alentours-togo,?,?,?,?,?,https://data.humdata.org/dataset/eaux-de-surface-detectees-par-images-satellite-a-lacs-et-alentours-togo,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,"Wildfires in Al-Haffa and Al-Qardaha Districts, Lattakia Governorate, Syria","UNOSAT code: FR20191016LBN  This map illustrates satellite-detected burned areas in Al-Haffa and Al-Qardaha Districts, Lattakia Governorate, Syria, based on SPOT-6 imagery acquired on 21 October 2019. Approximately 433 ha of potentially burned areas were detected by UNOSAT as of 21 October 2019 (red). This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),?,?,,geodata|wild fires,2019-10-31,"October 23, 2019-October 23, 2019",2019-2019,Lebanon,?,?,?,https://data.humdata.org/dataset/wildfires-in-al-haffa-and-al-qardaha-districts-lattakia-governorate-syria,?,?,?,?,?,https://data.humdata.org/dataset/wildfires-in-al-haffa-and-al-qardaha-districts-lattakia-governorate-syria,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,Wildfires in Akkar Governorate (Lebanon) Tartous and Homs Governorates (Syria).,"UNOSAT code: FR20191016LBN  This map illustrates satellite-detected burned areas in Akkar, Tartous and Homs Governorates, in Lebanon and Syria, based on SPOT-6 imagery acquired on 21 October 2019. Approximately 549 ha of potentially burned areas were detected by UNOSAT as of 21 October 2019 (red). This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),?,?,,geodata|urban fires,2019-10-31,"October 22, 2019-October 22, 2019",2019-2019,Lebanon,?,?,?,https://data.humdata.org/dataset/wildfires-in-akkar-governorate-lebanon-tartous-and-homs-governorates-syria,?,?,?,?,?,https://data.humdata.org/dataset/wildfires-in-akkar-governorate-lebanon-tartous-and-homs-governorates-syria,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,"Satellite detected waters extents, as of 16 October 2019 over MayoDanay and Logone-et-Chari Department, Far-North Region","UNOSAT code: FL20191017CMR  This map illustrates satellite-detected surface water in Mayo-Danay and Logone-et-Chari Department, Far-North Region of Cameroon as observed from Sentinel-2 imagery acquired on 16 October 2019. Within the analysed extent of about 2,500  km2, a total about 211 km2 of land appear to be flooded. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),?,?,,floods - storm surges|geodata,2019-10-31,"October 22, 2019-October 22, 2019",2019-2019,Cameroon,?,?,?,https://data.humdata.org/dataset/waters-extents-as-of-16-october-2019-over-mayodanay-and-logone-et-chari-department-far-nor,?,?,?,?,?,https://data.humdata.org/dataset/waters-extents-as-of-16-october-2019-over-mayodanay-and-logone-et-chari-department-far-nor,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,"Wildfires south of Beirut, in Aley and Chouf districts, Lebanon","UNOSAT code: FR20191016LBN  This map illustrates satellite-detected burned areas in Aley and Chouf districts, in Lebanon, based on SPOT-6 imagery acquired on 19 October 2019. Approximately 1275 ha of potentially burned areas were detected by Copernicus-EMS as of 17 October 2019 (orange) and additional 92 ha of burned were detected by UNOSAT as of 19 October 2019 (red), which is equivalent to approximately 7% increase in affected surface area. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),?,?,,geodata|urban fires,2019-10-31,"October 21, 2019-October 21, 2019",2019-2019,Lebanon,?,?,?,https://data.humdata.org/dataset/wildfires-south-of-beirut-in-aley-and-chouf-districts-lebanon,?,?,?,?,?,https://data.humdata.org/dataset/wildfires-south-of-beirut-in-aley-and-chouf-districts-lebanon,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,"Wildfires east of Tyre, in South and El Nabatieh Governorates, Lebanon","UNOSAT code: FR20191016LBN  This map illustrates satellite-detected burned areas in South and El Nabatieh Governorates, in Lebanon, based on SPOT-6 imagery acquired on 19 October 2019. Approximately 80 ha of potentially burned area were detected by UNOSAT as of 19 October 2019 (red), This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),?,?,,geodata|urban fires,2019-10-31,"October 21, 2019-October 21, 2019",2019-2019,Lebanon,?,?,?,https://data.humdata.org/dataset/wildfires-east-of-tyre-in-south-and-el-nabatieh-governorates-lebanon,?,?,?,?,?,https://data.humdata.org/dataset/wildfires-east-of-tyre-in-south-and-el-nabatieh-governorates-lebanon,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,"Satellite detected waters extents, as of 11 October 2019 over Logone-et-Chari Department, Far-North Region of Cameroon","UNOSAT code: FL20191017CMR  This map illustrates satellite-detected surface water in Mayo-Danay and Logone-et-Chari Department, Far-North Region of Cameroon as observed from Sentinel-2 imagery acquired on 11 October 2019. Within the analysed extent of about 7,200  km2, a total about 1,500 km2 of land appear to be flooded. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),?,?,,floods - storm surges|geodata,2019-10-31,"October 18, 2019-October 18, 2019",2019-2019,Cameroon,?,?,?,https://data.humdata.org/dataset/waters-extents-as-of-11-october-2019-over-logone-et-chari-department-far-north-region-of-c,?,?,?,?,?,https://data.humdata.org/dataset/waters-extents-as-of-11-october-2019-over-logone-et-chari-department-far-north-region-of-c,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,"Damage assessment in the Southeastern part of New Mirpur, Azad Jammu and Kashmir, Pakistan, as of 02 October 2019","UNOSAT code: EQ20190924PAK  This map illustrates satellite based structure damage assessment in the Southeastern part of New Mirpur City, Azad Kashmir, Pakistan that was affected by the 5.6 magnitude Mirpur earthquake of the 24th of September 2019 with an epicenter SE of New Mipur City. UNITAR-UNOSAT has identified within the extent of this map 121 potentially damaged structures South of New Mirpur City. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),?,?,,earthquakes|geodata,2019-10-17,"October 08, 2019-October 08, 2019",2019-2019,Pakistan,?,?,?,https://data.humdata.org/dataset/damage-assessment-in-the-southeastern-part-of-new-mirpur-azad-jammu-and-kashmir-pakistan-a,?,?,?,?,?,https://data.humdata.org/dataset/damage-assessment-in-the-southeastern-part-of-new-mirpur-azad-jammu-and-kashmir-pakistan-a,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,"Damage assessment of Tulehu area, Eastern part of Salahutu District, Maluku Tengah Regency, Maluku Province","UNOSAT code: EQ20191001IDN  This map illustrates satellite based structure damage assessment in the Eastern part of Salahutu District, Indonesia that was affected by the 6.8 magnitude earthquake of the 26th of September 2019 with an epicenter located north of Kamarian in Kairatu District. UNITAR-UNOSAT has identified within the extent of this map 6 potentially damaged structures around Teluhu village in Salahutu District. Taking into account the pre-building footprints provided by Humanitarian OpenStreetMap we estimate to less than 1% the total number of structures potentially damaged. Taking into account the type of structural damage and the satellite based damage assessment analysis characteristics and limitations; it is possible that the damage is underestimated. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR-UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),?,?,,earthquakes|geodata,2019-10-17,"October 04, 2019-October 04, 2019",2019-2019,Indonesia,?,?,?,https://data.humdata.org/dataset/damage-assessment-of-tulehu-area-eastern-part-of-salahutu-district-maluku-tengah-regency-m,?,?,?,?,?,https://data.humdata.org/dataset/damage-assessment-of-tulehu-area-eastern-part-of-salahutu-district-maluku-tengah-regency-m,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
,"Damage assessment of Waai area, Eastern part of Salahutu District, Maluku Tengah Regency, Maluku Province","UNOSAT code: EQ20191001IDN  This map illustrates satellite based structure damage assessment in the Eastern part of Salahutu District, Indonesia that was affected by the 6.8 magnitude earthquake of the 26th of September 2019 with an epicenter located north of Kamarian in Kairatu District. UNITAR-UNOSAT has identified within the extent of this map 17 potentially damaged structures around Waai village in Salahutu District. Taking into account the pre-building footprints provided by Humanitarian OpenStreetMap we estimate to less than 2% the total number of structures potentially damaged. Taking into account the type of structural damage and the satellite based damage assessment analysis characteristics and limitations; it is possible that the damage is underestimated. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR-UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),?,?,,earthquakes|geodata,2019-10-17,"October 04, 2019-October 04, 2019",2019-2019,Indonesia,?,?,?,https://data.humdata.org/dataset/damage-assessment-of-waai-area-eastern-part-of-salahutu-district-maluku-tengah-regency-mal,?,?,?,?,?,https://data.humdata.org/dataset/damage-assessment-of-waai-area-eastern-part-of-salahutu-district-maluku-tengah-regency-mal,University of Minnesota,?,?,Active,?,2021-10-24,,Public,FALSE,FALSE,?
